companyname,datadate,tradingitemid,Factor_VALUE,Factor_QUALITY
Alimentation Couche-Tard Inc.,30/11/2016,2588009,-0.57220461,0.717160291
Alleghany Corporation,30/11/2016,2588065,0.50179366,0.165817053
Alliance Data Systems Corporation,30/11/2016,2588150,-1.544533631,-1.613013513
Alliant Energy Corporation,30/11/2016,2588182,0.043767707,-0.236834583
The Allstate Corporation,30/11/2016,2588294,0.482942737,-0.849793652
"Amazon.com, Inc.",30/11/2016,2588568,-3.814064403,1.156188893
AMERCO,30/11/2016,2588648,0.23023375,0.349472725
Ameren Corporation,30/11/2016,2588654,0.270266387,-0.252447384
"América Móvil, S.A.B. de C.V.",30/11/2016,2588684,-0.218814808,-0.611829129
"American Electric Power Co., Inc.",30/11/2016,2588872,0.103731629,-0.428298354
American Express Company,30/11/2016,2588913,-0.070968699,-0.460128443
"American International Group, Inc.",30/11/2016,2589073,-0.344793587,-2.179942664
AmerisourceBergen Corporation,30/11/2016,2589547,-0.778219676,1.891695549
"AMETEK, Inc.",30/11/2016,2589719,-0.054984048,0.12826262
Amgen Inc.,30/11/2016,2589769,-0.234219012,0.605176112
Amphenol Corporation,30/11/2016,2589819,-0.684987805,0.646256909
Anadarko Petroleum Corporation,30/11/2016,2589895,0.043768751,-3.604694479
"Analog Devices, Inc.",30/11/2016,2589909,-0.549345144,0.254847646
AngloGold Ashanti Limited,30/11/2016,2590090,-2.43043724,-0.60674137
"Annaly Capital Management, Inc.",30/11/2016,2590120,1.047514879,-0.90177579
"Ansys, Inc.",30/11/2016,2590144,-0.743182268,0.365083065
Aon plc,30/11/2016,2590230,-0.492808734,0.11532384
Apache Corporation,30/11/2016,2590238,0.335788127,-2.611954645
Apple Inc.,30/11/2016,2590360,-0.119489742,1.059829452
"Applied Materials, Inc.",30/11/2016,2590440,-1.222567745,0.180461458
Archer-Daniels-Midland Company,30/11/2016,2590635,0.444540215,-1.265053252
"Arrow Electronics, Inc.",30/11/2016,2590929,0.614203758,0.198649573
ATCO Ltd.,30/11/2016,2591351,0.251814157,-0.477036507
Atmos Energy Corporation,30/11/2016,2591545,0.115230671,-0.154743653
"Autodesk, Inc.",30/11/2016,2591749,-1.005151898,-1.547919045
"Autoliv, Inc.",30/11/2016,2591775,0.338832241,0.718958804
"Automatic Data Processing, Inc.",30/11/2016,2591803,-1.254778834,1.648829726
"AutoNation, Inc.",30/11/2016,2591819,0.40889028,0.140922957
"AutoZone, Inc.",30/11/2016,2591829,2.576298636,2.16930479
"AvalonBay Communities, Inc.",30/11/2016,2591859,-0.774528101,-0.231298192
Avery Dennison Corporation,30/11/2016,2591945,-0.593778424,0.771221524
"Avnet, Inc.",30/11/2016,2592011,0.693054431,-0.110912038
BB&T Corporation,30/11/2016,2592140,0.442569908,-0.26510583
BP p.l.c.,30/11/2016,2592407,1.068769103,-1.633799621
Baker Hughes Incorporated,30/11/2016,2592597,-0.505907454,-1.581996791
Ball Corporation,30/11/2016,2592681,0.017539073,-0.896466249
Banco de Chile,30/11/2016,2592814,-0.141909959,0.680687042
Banco Santander-Chile,30/11/2016,2592850,-0.029538278,0.295597157
Bank of America Corporation,30/11/2016,2592914,0.735977306,-0.3258328
Bank of Montreal,30/11/2016,2592992,0.424932414,-0.078917751
The Bank of Nova Scotia,30/11/2016,2593034,0.357789736,0.0675253
"C. R. Bard, Inc.",30/11/2016,2593346,-1.784696152,0.767918273
Barrick Gold Corporation,30/11/2016,2593380,0.394377342,-1.286389329
Baxter International Inc.,30/11/2016,2593695,0.232502947,0.559223134
"B/E Aerospace, Inc.",30/11/2016,2593777,0.044142828,1.309625468
"Becton, Dickinson and Company",30/11/2016,2593888,-0.626261547,0.529419507
Bed Bath & Beyond Inc.,30/11/2016,2593890,0.525860789,1.121198215
W. R. Berkley Corporation,30/11/2016,2594140,0.474939541,-0.019932435
"Best Buy Co., Inc.",30/11/2016,2594192,0.314639145,1.103155027
BioMarin Pharmaceutical Inc.,30/11/2016,2594499,0.353143605,-2.022391925
"Valeant Pharmaceuticals International, Inc.",30/11/2016,2594580,0.313388365,-1.926352616
"BlackRock, Inc.",30/11/2016,2594723,0.037256792,-0.476094345
"H&R Block, Inc.",30/11/2016,2594761,1.39479699,3.229347524
The Boeing Company,30/11/2016,2594884,0.133506757,3.580349651
Bombardier Inc.,30/11/2016,2594928,0.959686574,-0.825183578
BorgWarner Inc.,30/11/2016,2595046,0.457429653,0.516318019
"Boston Properties, Inc.",30/11/2016,2595162,-0.893278906,-0.45174495
Boston Scientific Corporation,30/11/2016,2595170,1.159910397,-0.202499685
Bristol-Myers Squibb Company,30/11/2016,2595573,-0.930415825,0.761409431
Brown-Forman Corporation,30/11/2016,2595748,-1.950724576,1.293420226
CAE Inc.,30/11/2016,2596066,0.089035261,0.332379757
CCL Industries Inc.,30/11/2016,2596252,0.347948566,0.917166035
"C.H. Robinson Worldwide, Inc.",30/11/2016,2596492,-0.702130789,2.050188459
Cigna Corporation,30/11/2016,2596502,0.325345207,0.510395254
CMS Energy Corp.,30/11/2016,2596570,-0.145678984,-0.375565789
CSX Corp.,30/11/2016,2596835,0.099332395,-0.433811516
CVS Health Corporation,30/11/2016,2596903,0.230996889,0.423834808
Cabot Oil & Gas Corporation,30/11/2016,2597012,0.128042048,-2.724411578
Cadence Design Systems Inc.,30/11/2016,2597036,-0.882228371,0.589079722
Camden Property Trust,30/11/2016,2597367,-0.596191272,-0.115124968
Cameco Corporation,30/11/2016,2597371,1.613248475,-0.478648572
Campbell Soup Company,30/11/2016,2597397,-1.659306979,0.641477475
Canadian Imperial Bank of Commerce,30/11/2016,2597533,0.334034125,0.366219228
Canadian National Railway Company,30/11/2016,2597582,-0.391762856,0.522112571
Canadian Natural Resources Limited,30/11/2016,2597588,1.811519193,-1.955986709
Canadian Pacific Railway Limited,30/11/2016,2597605,-0.864182287,0.196289982
Canadian Tire Corp. Ltd.,30/11/2016,2597658,0.33006544,-0.12684042
Canadian Utilities Limited,30/11/2016,2597688,-0.063855215,-0.494887942
Capital One Financial Corporation,30/11/2016,2597991,0.77624268,-0.287040542
"Cardinal Health, Inc.",30/11/2016,2598155,0.12847078,0.878899955
Carnival Corporation,30/11/2016,2598323,0.225987936,0.351037939
Caterpillar Inc.,30/11/2016,2598619,-0.714057753,-1.802520706
Celgene Corporation,30/11/2016,2598787,-3.115214395,0.485084331
"CEMEX, S.A.B. de C.V.",30/11/2016,2598859,0.070098343,-0.686058237
"CenturyLink, Inc.",30/11/2016,2599302,0.554835896,-0.464276622
Cerner Corporation,30/11/2016,2599340,-0.597473469,1.09703298
"Cheniere Energy, Inc.",30/11/2016,2599765,2.691663866,-4.036476978
Chevron Corporation,30/11/2016,2599839,0.39321336,-1.85844313
"Church & Dwight Co., Inc.",30/11/2016,2600403,-0.577407206,0.815198978
Cincinnati Financial Corporation,30/11/2016,2600477,0.250048225,-0.041698889
CarMax Inc.,30/11/2016,2600566,-0.389683296,-0.665510904
"Cisco Systems, Inc.",30/11/2016,2600582,0.217073812,0.335151523
Cintas Corporation,30/11/2016,2600608,-0.754540984,1.057256391
Citigroup Inc.,30/11/2016,2600628,0.778818276,-0.374271443
"Citrix Systems, Inc.",30/11/2016,2600796,-0.822016379,0.634792785
The Clorox Company,30/11/2016,2601047,-0.866119919,-0.397992504
"Coach, Inc.",30/11/2016,2601079,-0.111577989,0.586086593
The Coca-Cola Company,30/11/2016,2601201,-0.918775222,-0.071028749
Cognizant Technology Solutions Corporation,30/11/2016,2601274,0.011438205,1.064313602
Colgate-Palmolive Company,30/11/2016,2601341,-0.194475975,3.701460036
Comcast Corporation,30/11/2016,2601563,0.397359144,0.162173839
Comerica Incorporated,30/11/2016,2601589,0.292607702,-0.487353644
Compañía Cervecerías Unidas S.A.,30/11/2016,2602037,0.172939303,0.179627019
Compañía de Minas Buenaventura S.A.A.,30/11/2016,2602039,0.735497796,-0.938250692
"Conagra Brands, Inc.",30/11/2016,2602239,-1.758605203,0.279132903
"Consolidated Edison, Inc.",30/11/2016,2602648,0.280860293,-0.26238751
Constellation Brands Inc.,30/11/2016,2602822,-0.6909433,0.595820033
"The Cooper Companies, Inc.",30/11/2016,2603093,-0.748529757,0.172377207
Ingredion Incorporated,30/11/2016,2603237,-0.06209748,0.888268398
Corning Incorporated,30/11/2016,2603263,0.447037488,-0.687586318
Costco Wholesale Corporation,30/11/2016,2603626,-0.62073535,0.690371679
Crown Holdings Inc.,30/11/2016,2604065,-3.087910386,-0.208056418
Cummins Inc.,30/11/2016,2604195,0.152582358,0.274073787
"D.R. Horton, Inc.",30/11/2016,2604698,0.482130798,0.657696872
DTE Energy Company,30/11/2016,2604722,0.128508119,-0.787827135
Danaher Corp.,30/11/2016,2604878,0.136651155,0.406659152
"Darden Restaurants, Inc.",30/11/2016,2604928,-0.822025465,0.32838392
DaVita Inc.,30/11/2016,2605123,-0.038440851,-0.093710935
Deere & Company,30/11/2016,2605336,-0.30957345,-1.657574314
DENTSPLY SIRONA Inc.,30/11/2016,2605587,-0.116380832,0.216889088
Devon Energy Corporation,30/11/2016,2605788,0.118871588,-4.288654556
The Walt Disney Company,30/11/2016,2606225,-0.002831584,0.860827297
"Dominion Resources, Inc.",30/11/2016,2606473,-0.349547247,-0.334838774
Dover Corporation,30/11/2016,2606599,0.056599949,-0.315059157
The Dow Chemical Company,30/11/2016,2606617,0.400140576,0.347143501
E. I. du Pont de Nemours and Company,30/11/2016,2607387,-0.705432872,-0.08585504
Duke Realty Corporation,30/11/2016,2607489,-0.964758037,-0.330046345
The Dun & Bradstreet Corporation,30/11/2016,2607507,1.290743933,2.630550031
Dell EMC,30/11/2016,2607898,-0.015171521,0.014386821
"EOG Resources, Inc.",30/11/2016,2607936,-0.055998608,-2.586144885
E*TRADE Financial Corporation,30/11/2016,2608062,-0.076731998,0.551931569
Eastman Chemical Co.,30/11/2016,2608300,0.266748095,-0.288830191
Eaton Corporation plc,30/11/2016,2608332,0.31528281,-0.305126025
Eaton Vance Corp.,30/11/2016,2608334,-0.733906796,0.458367336
eBay Inc.,30/11/2016,2608344,-0.494117689,-0.156658143
Ecolab Inc.,30/11/2016,2608411,-0.681458085,-0.059173758
Edison International,30/11/2016,2608519,0.078397538,-0.909628907
Edwards Lifesciences Corporation,30/11/2016,2608553,-1.376235037,1.269279842
Eldorado Gold Corporation,30/11/2016,2608727,0.657982159,-2.540324378
Electronic Arts Inc.,30/11/2016,2608773,-0.874924482,0.625275723
Embraer S.A.,30/11/2016,2608967,-0.487193771,-0.307809787
Emerson Electric Co.,30/11/2016,2609044,-0.140436513,0.130960831
Empire Company Limited,30/11/2016,2609112,0.845818932,-1.059547457
Encana Corporation,30/11/2016,2609168,0.314244024,-3.794692021
Enbridge Inc.,30/11/2016,2609173,-0.432967412,0.011161951
Endo International plc,30/11/2016,2609236,1.114767337,-0.432895637
Edgewell Personal Care Company,30/11/2016,2609278,0.958642978,1.857514779
Enel Américas S.A.,30/11/2016,2609320,0.458217543,0.247260798
Entergy Corporation,30/11/2016,2609585,-0.528780434,-0.798878257
Equifax Inc.,30/11/2016,2609989,-0.960590539,0.389091193
Equity Residential,30/11/2016,2610085,-0.118410131,0.021382255
"Essex Property Trust, Inc.",30/11/2016,2610227,-1.244198647,-0.158858511
Exelon Corporation,30/11/2016,2610551,0.348562662,-0.702792158
"Expeditors International of Washington, Inc.",30/11/2016,2610628,-0.340491812,1.696727903
Express Scripts Holding Company,30/11/2016,2610646,0.212359341,0.148062194
Exxon Mobil Corporation,30/11/2016,2610695,-0.080268386,-1.085158215
"FLIR Systems, Inc.",30/11/2016,2610781,-0.017228879,0.000453651
FMC Corporation,30/11/2016,2610791,-0.089412641,-0.28734725
"FMC Technologies, Inc.",30/11/2016,2610793,-0.243873611,-1.462142006
"NextEra Energy, Inc.",30/11/2016,2610835,-0.025194608,-0.50217121
Fairfax Financial Holdings Limited,30/11/2016,2610966,0.136814576,0.00178399
Fastenal Company,30/11/2016,2611182,-0.690485962,1.326660004
Federal Realty Investment Trust,30/11/2016,2611292,-1.736894133,-0.206634901
FedEx Corporation,30/11/2016,2611328,-0.167234421,0.404240557
"F5 Networks, Inc.",30/11/2016,2611374,-0.988982352,2.486638051
Fifth Third Bancorp,30/11/2016,2611490,0.575349647,-0.142638751
Finning International Inc.,30/11/2016,2611632,0.835113116,-0.788885397
First Capital Realty Inc.,30/11/2016,2611834,-0.12002886,-0.482340907
First Quantum Minerals Ltd.,30/11/2016,2612431,1.358032494,-1.184923541
"Fiserv, Inc.",30/11/2016,2612674,-1.254569209,0.560463612
FirstEnergy Corp.,30/11/2016,2612708,1.011968227,-0.782138627
Fluor Corporation,30/11/2016,2613014,0.165350942,-0.531976235
Flowserve Corporation,30/11/2016,2613026,-0.066484877,-0.192667692
"Fomento Económico Mexicano, S.A.B. de C.V.",30/11/2016,2613084,-0.009120557,-0.033668674
"Foot Locker, Inc.",30/11/2016,2613114,0.100975229,1.333003793
Ford Motor Co.,30/11/2016,2613214,0.279326204,0.741583691
Fortis Inc.,30/11/2016,2613333,0.215535195,-0.244985352
"Franklin Resources, Inc.",30/11/2016,2613576,0.416146917,-0.20903716
Freeport-McMoRan Inc.,30/11/2016,2613632,-0.091995646,-4.763134517
Arthur J Gallagher & Co.,30/11/2016,2614294,0.096796818,-0.061303257
TEGNA Inc.,30/11/2016,2614352,0.322001052,0.104452113
"The Gap, Inc.",30/11/2016,2614358,0.180038587,0.700985446
Gartner Inc.,30/11/2016,2614404,-0.524933586,1.673750747
General Dynamics Corporation,30/11/2016,2614630,-0.05960562,1.00593752
General Electric Company,30/11/2016,2614632,-0.58377368,0.687648923
"General Mills, Inc.",30/11/2016,2614666,-0.943488761,0.03366666
Genuine Parts Company,30/11/2016,2614960,-0.102297795,0.912078692
Gilead Sciences Inc.,30/11/2016,2615242,-0.5366,3.320928909
Gildan Activewear Inc.,30/11/2016,2615256,-0.139254666,0.411999875
Global Payments Inc.,30/11/2016,2615579,-0.754646229,-0.54716472
Gold Fields Limited,30/11/2016,2615709,-0.918856421,0.610921007
Goldcorp Inc.,30/11/2016,2615784,0.508830691,-1.756917597
"The Goldman Sachs Group, Inc.",30/11/2016,2615898,0.259663408,-1.901812239
The Goodyear Tire & Rubber Company,30/11/2016,2615990,0.198545562,-0.154616827
W. R. Grace & Co.,30/11/2016,2616041,-1.642429113,1.118654257
"W.W. Grainger, Inc.",30/11/2016,2616073,-0.455656457,0.76762435
Great-West Lifeco Inc.,30/11/2016,2616367,0.498860863,0.136852705
CGI Group Inc.,30/11/2016,2616638,0.099080452,0.47722616
"Grupo Televisa, S.A.B.",30/11/2016,2616774,0.017930636,-0.415901824
"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",30/11/2016,2616810,-0.722563502,0.43674536
Halliburton Company,30/11/2016,2617365,0.113083335,-3.706077383
Monster Beverage Corporation,30/11/2016,2617597,-1.578746577,2.374706048
"Harley-Davidson, Inc.",30/11/2016,2617677,-0.413159541,-0.439970696
"Harman International Industries, Incorporated",30/11/2016,2617693,0.271246983,0.697707268
Harris Corporation,30/11/2016,2617727,-0.339146916,1.173059996
"The Hartford Financial Services Group, Inc.",30/11/2016,2617773,0.608894953,-0.667881744
"Hasbro, Inc.",30/11/2016,2617819,-0.513538739,1.067953265
Welltower Inc.,30/11/2016,2618035,-0.413063566,-0.003927768
"Helmerich & Payne, Inc.",30/11/2016,2618261,1.187596962,-2.269412225
The Hershey Company,30/11/2016,2618396,-0.272015831,1.739107586
HP Inc.,30/11/2016,2618412,1.909541355,4.459323816
HollyFrontier Corporation,30/11/2016,2618710,1.154850567,-1.407438145
Hologic Inc.,30/11/2016,2618746,-0.83326595,-0.153516125
"The Home Depot, Inc.",30/11/2016,2618800,-1.88074621,2.455242398
Honeywell International Inc.,30/11/2016,2618950,-0.199528389,0.846342884
Hormel Foods Corporation,30/11/2016,2619034,-0.561100257,0.926160914
"Host Hotels & Resorts, Inc.",30/11/2016,2619070,0.309223734,-0.085135679
Humana Inc.,30/11/2016,2619295,0.135108017,-0.03733102
"J.B. Hunt Transport Services, Inc.",30/11/2016,2619340,-0.583653796,1.02616265
Huntington Bancshares Incorporated,30/11/2016,2619378,0.404457884,-0.20051894
Husky Energy Inc.,30/11/2016,2619397,0.837154657,-3.305916863
ICICI Bank Limited,30/11/2016,2620032,0.178632409,-0.12446762
"IDEXX Laboratories, Inc.",30/11/2016,2620078,-1.2292216,1.951711033
Illinois Tool Works Inc.,30/11/2016,2620170,-1.081779764,0.784426968
"Illumina, Inc.",30/11/2016,2620172,-2.392190726,0.760714275
Imperial Oil Ltd.,30/11/2016,2620386,-2.092735995,-1.710484592
Incyte Corporation,30/11/2016,2620499,-4.148400662,1.153821064
Industrial Alliance Insurance and Financial Services Inc.,30/11/2016,2620663,0.526130228,-0.143500655
Infosys Limited,30/11/2016,2620833,-0.423494814,1.351877249
Intel Corporation,30/11/2016,2621295,0.161396194,0.360564813
International Business Machines Corporation,30/11/2016,2621697,-1.038230532,0.65506228
International Flavors & Fragrances Inc.,30/11/2016,2621779,-0.764597664,0.565629124
International Paper Company,30/11/2016,2621951,-0.401273717,-0.917165446
"The Interpublic Group of Companies, Inc.",30/11/2016,2622146,-0.141383,0.671923816
Intuit Inc.,30/11/2016,2622316,-2.289853352,3.454937463
"Intuitive Surgical, Inc.",30/11/2016,2622326,-1.299819029,1.18424729
Iron Mountain Incorporated,30/11/2016,2622515,-1.982480813,-0.943703954
Turquoise Hill Resources Ltd.,30/11/2016,2622682,0.088853527,-1.215267651
JPMorgan Chase & Co.,30/11/2016,2622876,0.581837823,-0.203301796
Jacobs Engineering Group Inc.,30/11/2016,2622922,0.268006463,-0.408543793
The Jean Coutu Group (PJC) Inc.,30/11/2016,2623074,0.064058983,0.980991981
Johnson & Johnson,30/11/2016,2623227,-0.33840706,0.670746265
Jones Lang LaSalle Incorporated,30/11/2016,2623267,0.508483271,0.467729074
"Juniper Networks, Inc.",30/11/2016,2623375,0.31724488,0.364401282
KLA-Tencor Corporation,30/11/2016,2623439,-2.660544915,0.772861902
Kansas City Southern,30/11/2016,2623613,0.010287913,-0.087490833
Kellogg Company,30/11/2016,2623717,-2.384532733,-0.426512092
KeyCorp,30/11/2016,2623912,0.456430539,-0.317770573
Kimberly-Clark Corporation,30/11/2016,2624004,0.025913922,2.170748301
Kimco Realty Corporation,30/11/2016,2624008,-0.453854615,-0.157904164
Inter Pipeline Ltd.,30/11/2016,2624234,-0.336954341,0.270951973
Kohl's Corporation,30/11/2016,2624252,0.557611962,-0.074938329
"Mondelez International, Inc.",30/11/2016,2624336,0.160368623,-0.295351165
The Kroger Co.,30/11/2016,2624370,-0.146319963,0.609653391
LATAM Airlines Group S.A.,30/11/2016,2624458,1.838985397,-1.516037344
Laboratory Corporation of America Holdings,30/11/2016,2624698,0.177290269,0.571839511
Lam Research Corporation,30/11/2016,2625662,0.134680967,0.496837091
The Estée Lauder Companies Inc.,30/11/2016,2625933,-1.125223862,1.29242156
"Leggett & Platt, Incorporated",30/11/2016,2626140,-0.455965302,1.093465283
Lennar Corporation,30/11/2016,2626233,0.363970656,0.390910265
Leucadia National Corporation,30/11/2016,2626277,1.004211744,-1.703268102
"Level 3 Communications, Inc.",30/11/2016,2626289,0.514236325,0.581652613
Liberty Property Trust,30/11/2016,2626614,-0.36792128,-0.676202885
Eli Lilly and Company,30/11/2016,2626794,-0.714304099,0.292436607
"L Brands, Inc.",30/11/2016,2626802,1.519555279,1.399682599
Linamar Corporation,30/11/2016,2626814,0.817238605,1.027399098
Lincoln National Corporation,30/11/2016,2626848,0.661429537,-0.353103003
Linear Technology Corporation,30/11/2016,2626880,-1.670151793,1.522935418
Loblaw Companies Limited,30/11/2016,2627030,-0.052323033,-0.356626254
Lockheed Martin Corporation,30/11/2016,2627050,-2.022639136,1.654324274
Loews Corporation,30/11/2016,2627079,0.619671657,-0.847281408
"Lowe's Companies, Inc.",30/11/2016,2627356,-1.0964407,0.76105578
M&T Bank Corporation,30/11/2016,2627536,0.318723939,-0.347242504
MGM Resorts International,30/11/2016,2627721,0.872042062,-0.781082583
The Macerich Company,30/11/2016,2627939,-0.414950816,-0.788481459
Magna International Inc.,30/11/2016,2628093,0.638972784,0.699038608
ManpowerGroup Inc.,30/11/2016,2628366,0.487752889,0.525002526
Manulife Financial Corporation,30/11/2016,2628400,0.521500231,-1.357243069
Marathon Oil Corporation,30/11/2016,2628431,0.700678943,-2.930200923
Markel Corp.,30/11/2016,2628565,0.24247487,0.111349309
"Marsh & McLennan Companies, Inc.",30/11/2016,2628629,-0.413113406,0.747397348
"Marriott International, Inc.",30/11/2016,2628645,0.669741778,-0.226547144
"Martin Marietta Materials, Inc.",30/11/2016,2628679,-0.335366957,0.798213604
Masco Corporation,30/11/2016,2628721,0.088507871,2.735765241
"Mattel, Inc.",30/11/2016,2628880,-0.475656117,-0.217197105
"Maxim Integrated Products, Inc.",30/11/2016,2628920,-1.04563512,0.074020358
"McCormick & Company, Incorporated",30/11/2016,2629062,-0.880740105,0.735270082
McDonald's Corporation,30/11/2016,2629084,-0.155669219,2.366694332
"S&P Global, Inc.",30/11/2016,2629108,-0.974461213,2.429679975
McKesson Corporation,30/11/2016,2629128,0.160399055,0.411373705
"Merck & Co., Inc.",30/11/2016,2629738,-0.464801188,-0.08680114
Methanex Corporation,30/11/2016,2630168,-0.410244287,-2.719099928
"MetLife, Inc.",30/11/2016,2630181,0.553764046,-1.183176925
Metro Inc.,30/11/2016,2630217,-0.013879542,0.581472094
Mettler-Toledo International Inc.,30/11/2016,2630323,-3.601998877,1.883437033
Microsoft Corporation,30/11/2016,2630413,-0.894169131,-0.012851232
Microchip Technology Inc.,30/11/2016,2630455,-2.222603444,0.066127647
"Micron Technology, Inc.",30/11/2016,2630498,1.173653862,-2.362800108
"Mid-America Apartment Communities, Inc.",30/11/2016,2630544,-0.43666441,-0.317416196
Public Joint-Stock Company Mobile TeleSystems,30/11/2016,2631226,0.414287806,0.314070397
Mohawk Industries Inc.,30/11/2016,2631278,0.235781476,1.013673839
Monsanto Company,30/11/2016,2631428,-1.58982663,-0.379867666
Moody's Corporation,30/11/2016,2631520,-0.354210186,2.624997389
Morgan Stanley,30/11/2016,2631609,0.388213071,-1.246301381
"Motorola Solutions, Inc.",30/11/2016,2631805,3.33276444,2.255633012
Murphy Oil Corporation,30/11/2016,2632064,0.762693777,-3.435012429
"Nasdaq, Inc.",30/11/2016,2632522,0.088724177,-0.011207773
National Bank of Canada,30/11/2016,2632604,0.397454711,-0.081717438
"National Oilwell Varco, Inc.",30/11/2016,2632795,0.687316675,-2.131535881
"Netflix, Inc.",30/11/2016,2633241,-4.361917306,0.162862503
"NetEase, Inc.",30/11/2016,2633251,-0.324198253,1.925628814
Newell Brands Inc.,30/11/2016,2633833,-0.867038041,0.545407754
Newfield Exploration Co.,30/11/2016,2633835,-1.558091416,-3.128335504
Newmont Mining Corporation,30/11/2016,2633880,0.419122373,-0.325986735
NICE Ltd.,30/11/2016,2634104,-1.771051498,-0.323514027
"NIKE, Inc.",30/11/2016,2634146,-0.906269201,1.370789151
NiSource Inc.,30/11/2016,2634188,-0.046903774,-0.504114858
"Noble Energy, Inc.",30/11/2016,2634240,0.389922893,-2.597704779
Nordstrom Inc.,30/11/2016,2634346,-1.410481533,0.095419331
Norfolk Southern Corporation,30/11/2016,2634350,0.1382189,-0.344248802
Eversource Energy,30/11/2016,2634583,0.233050887,-0.299405092
Northern Trust Corporation,30/11/2016,2634674,0.204235887,-0.111500428
Northrop Grumman Corporation,30/11/2016,2634721,-0.7061291,0.766657641
Nucor Corporation,30/11/2016,2635042,0.007697135,-0.223841743
NVIDIA Corporation,30/11/2016,2635154,-1.690950421,1.209665513
OGE Energy Corp.,30/11/2016,2635204,0.081099392,-0.589956631
Occidental Petroleum Corporation,30/11/2016,2635350,0.282831059,-3.775142583
Omnicom Group Inc.,30/11/2016,2635737,-0.927352551,1.820173859
ONEOK Inc.,30/11/2016,2635922,-0.597694625,-0.290628808
Onex Corporation,30/11/2016,2635932,0.774497129,-1.015437048
Open Text Corporation,30/11/2016,2636020,0.085903351,-0.012872603
Oracle Corporation,30/11/2016,2636077,-0.185626598,-0.087102673
"O'Reilly Automotive, Inc.",30/11/2016,2636236,-2.288790895,2.397971885
PG&E Corporation,30/11/2016,2636693,-0.083235465,-1.001554256
"The PNC Financial Services Group, Inc.",30/11/2016,2636835,0.524454984,-0.269252312
"PPG Industries, Inc.",30/11/2016,2636859,-0.246336748,0.665739001
PPL Corporation,30/11/2016,2636867,0.083255964,-0.506023527
PACCAR Inc,30/11/2016,2637023,-0.140621683,-0.337551857
Packaging Corporation of America,30/11/2016,2637397,-0.179407201,0.182926572
Parker-Hannifin Corporation,30/11/2016,2637852,-0.068600863,-0.215421468
"Paychex, Inc.",30/11/2016,2638038,-1.976191217,3.690476101
Pentair plc,30/11/2016,2638398,2.284279407,-0.609037364
"Pepsico, Inc.",30/11/2016,2638536,-1.790553017,0.233234094
Pfizer Inc.,30/11/2016,2638844,-0.231074838,0.066394218
"Altria Group, Inc.",30/11/2016,2638938,-0.88646063,1.448915772
ConocoPhillips,30/11/2016,2638961,0.535907504,-3.310068921
PVH Corp.,30/11/2016,2638965,0.148591058,-0.482484521
Pinnacle West Capital Corporation,30/11/2016,2639259,0.236413514,-0.150568832
Pioneer Natural Resources Company,30/11/2016,2639311,0.112790878,-2.190651153
Polaris Industries Inc.,30/11/2016,2639651,-0.180535007,1.662687564
Ralph Lauren Corporation,30/11/2016,2639667,0.08314427,0.076818571
Potash Corporation of Saskatchewan Inc.,30/11/2016,2639834,0.107064465,-1.87473416
Power Corporation of Canada,30/11/2016,2639915,0.636179433,-0.030480276
Power Financial Corporation,30/11/2016,2639935,0.568626911,-0.08287822
"Praxair, Inc.",30/11/2016,2640048,-0.709905516,-0.240854435
"T. Rowe Price Group, Inc.",30/11/2016,2640322,-0.062608448,1.020581468
The Priceline Group Inc.,30/11/2016,2640332,-1.376842059,1.159819822
"Principal Financial Group, Inc.",30/11/2016,2640490,0.522106547,0.039816244
The Procter & Gamble Company,30/11/2016,2640598,-0.310017047,0.148653042
Progressive Corp.,30/11/2016,2640716,0.276672073,-0.424596324
"Prudential Financial, Inc.",30/11/2016,2640949,0.800496129,-0.110109816
Public Service Enterprise Group Incorporated,30/11/2016,2641055,0.445788948,-0.801245499
Public Storage,30/11/2016,2641077,-1.831975953,0.629216728
"PulteGroup, Inc.",30/11/2016,2641195,0.507954025,0.495899811
QUALCOMM Incorporated,30/11/2016,2641396,-0.093412049,-0.070552248
Quest Diagnostics Incorporated,30/11/2016,2641541,0.27186333,0.167673288
Range Resources Corporation,30/11/2016,2642117,-0.031268817,-3.760740595
"Raymond James Financial, Inc.",30/11/2016,2642205,0.359440211,0.119793235
Raytheon Company,30/11/2016,2642243,-0.113442833,0.786429691
Realty Income Corporation,30/11/2016,2642335,-1.412842519,-0.220775985
"Red Hat, Inc.",30/11/2016,2642405,-2.723915674,0.614061267
Regency Centers Corporation,30/11/2016,2642539,-1.481098397,0.012488809
"Regeneron Pharmaceuticals, Inc.",30/11/2016,2642551,-2.154791535,2.2485844
"CenterPoint Energy, Inc.",30/11/2016,2642679,0.718616726,-1.117058037
"Republic Services, Inc.",30/11/2016,2642876,0.061487337,-0.040247121
BlackBerry Limited,30/11/2016,2642922,0.589634745,-3.610214148
ResMed Inc.,30/11/2016,2642943,-0.660810984,0.517610991
Riocan Real Estate Investment Trust,30/11/2016,2643317,-0.063991347,-0.013462351
Rite Aid Corporation,30/11/2016,2643359,-1.229811824,0.982721962
Robert Half International Inc.,30/11/2016,2643447,0.023804282,2.671902307
Rockwell Automation Inc.,30/11/2016,2643533,-0.826465453,0.574296478
